name,description,price,category,stock
"Router Plus","Producto de alta calidad para uso profesional",1042.94,Almacenamiento,375
"Teclado Max","Producto de alta calidad para uso profesional",1260.05,Audio,252
"Monitor Gaming","Producto de alta calidad para uso profesional",876.30,Perifericos,133
"Tablet Gaming","Producto de alta calidad para uso profesional",528.42,Computadoras,68
"Impresora Premium","Producto de alta calidad para uso profesional",1959.69,Audio,491
"Impresora Elite","Producto de alta calidad para uso profesional",1468.30,Perifericos,294
"Tablet Smart","Producto de alta calidad para uso profesional",1833.32,Computadoras,145
"Laptop Gaming","Producto de alta calidad para uso profesional",390.45,Almacenamiento,409
"Impresora Gaming","Producto de alta calidad para uso profesional",713.89,Computadoras,367
"Laptop Plus","Producto de alta calidad para uso profesional",137.45,Almacenamiento,498
"Auriculares Pro","Producto de alta calidad para uso profesional",1281.00,Computadoras,420
"Laptop Smart","Producto de alta calidad para uso profesional",928.27,Audio,147
"Teclado Plus","Producto de alta calidad para uso profesional",1078.63,Audio,136
"Webcam Premium","Producto de alta calidad para uso profesional",975.22,Redes,352
"Auriculares Smart","Producto de alta calidad para uso profesional",142.01,Computadoras,140
"Tablet Lite","Producto de alta calidad para uso profesional",1721.64,Redes,100
"SSD Lite","Producto de alta calidad para uso profesional",980.91,Perifericos,498
"Webcam Ultra","Producto de alta calidad para uso profesional",1262.87,Computadoras,26
"Monitor Premium","Producto de alta calidad para uso profesional",411.15,Computadoras,207
"Laptop Elite","Producto de alta calidad para uso profesional",448.52,Perifericos,183
"Webcam Plus","Producto de alta calidad para uso profesional",1425.66,Audio,322
"Auriculares Gaming","Producto de alta calidad para uso profesional",689.22,Redes,249
"Tablet Gaming","Producto de alta calidad para uso profesional",161.37,Redes,86
"Impresora Max","Producto de alta calidad para uso profesional",820.62,Redes,413
"Laptop Office","Producto de alta calidad para uso profesional",1551.01,Perifericos,288
"Tablet Ultra","Producto de alta calidad para uso profesional",881.52,Computadoras,249
"Webcam Gaming","Producto de alta calidad para uso profesional",365.61,Redes,202
"Monitor Max","Producto de alta calidad para uso profesional",512.00,Perifericos,365
"Mouse Gaming","Producto de alta calidad para uso profesional",1260.75,Computadoras,164
"SSD Office","Producto de alta calidad para uso profesional",1604.19,Computadoras,212
"Laptop Elite","Producto de alta calidad para uso profesional",1512.17,Computadoras,170
"Monitor Max","Producto de alta calidad para uso profesional",678.66,Redes,191
"Monitor Plus","Producto de alta calidad para uso profesional",714.84,Audio,472
"Mouse Gaming","Producto de alta calidad para uso profesional",1868.65,Perifericos,238
"Tablet Ultra","Producto de alta calidad para uso profesional",1838.54,Redes,410
"Teclado Ultra","Producto de alta calidad para uso profesional",934.42,Perifericos,363
"Tablet Premium","Producto de alta calidad para uso profesional",746.20,Redes,83
"SSD Max","Producto de alta calidad para uso profesional",237.67,Audio,49
"Auriculares Ultra","Producto de alta calidad para uso profesional",1252.80,Perifericos,72
"Auriculares Smart","Producto de alta calidad para uso profesional",1920.01,Almacenamiento,242
"SSD Pro","Producto de alta calidad para uso profesional",360.47,Perifericos,305
"SSD Plus","Producto de alta calidad para uso profesional",208.28,Perifericos,340
"Mouse Smart","Producto de alta calidad para uso profesional",1472.29,Audio,385
"Auriculares Office","Producto de alta calidad para uso profesional",1038.13,Audio,265
"Tablet Gaming","Producto de alta calidad para uso profesional",645.56,Computadoras,320
"Router Plus","Producto de alta calidad para uso profesional",35.64,Almacenamiento,86
"Teclado Gaming","Producto de alta calidad para uso profesional",1446.52,Perifericos,59
"Mouse Plus","Producto de alta calidad para uso profesional",696.95,Computadoras,164
"Auriculares Plus","Producto de alta calidad para uso profesional",959.57,Perifericos,403
"Mouse Pro","Producto de alta calidad para uso profesional",1118.87,Perifericos,19
"Tablet Lite","Producto de alta calidad para uso profesional",1824.72,Audio,35
"Laptop Lite","Producto de alta calidad para uso profesional",1268.20,Almacenamiento,79
"SSD Plus","Producto de alta calidad para uso profesional",738.93,Perifericos,136
"Auriculares Gaming","Producto de alta calidad para uso profesional",136.31,Redes,392
"Tablet Max","Producto de alta calidad para uso profesional",1339.32,Perifericos,255
"Tablet Ultra","Producto de alta calidad para uso profesional",34.05,Audio,165
"Webcam Office","Producto de alta calidad para uso profesional",1163.36,Almacenamiento,278
"Mouse Ultra","Producto de alta calidad para uso profesional",174.51,Almacenamiento,390
"Tablet Max","Producto de alta calidad para uso profesional",952.70,Almacenamiento,147
"Laptop Premium","Producto de alta calidad para uso profesional",1478.85,Perifericos,316
"SSD Lite","Producto de alta calidad para uso profesional",900.77,Almacenamiento,178
"Tablet Lite","Producto de alta calidad para uso profesional",569.97,Redes,94
"Mouse Office","Producto de alta calidad para uso profesional",1098.92,Audio,98
"Router Elite","Producto de alta calidad para uso profesional",1187.88,Audio,21
"Laptop Gaming","Producto de alta calidad para uso profesional",1223.15,Audio,373
"Monitor Pro","Producto de alta calidad para uso profesional",587.14,Perifericos,328
"SSD Premium","Producto de alta calidad para uso profesional",751.16,Perifericos,261
"Router Max","Producto de alta calidad para uso profesional",515.10,Audio,331
"Teclado Gaming","Producto de alta calidad para uso profesional",323.85,Computadoras,271
"Teclado Smart","Producto de alta calidad para uso profesional",1779.55,Audio,387
"Monitor Office","Producto de alta calidad para uso profesional",783.02,Perifericos,266
"Mouse Elite","Producto de alta calidad para uso profesional",1786.38,Almacenamiento,176
"Webcam Max","Producto de alta calidad para uso profesional",1988.03,Almacenamiento,395
"Monitor Gaming","Producto de alta calidad para uso profesional",1003.36,Computadoras,354
"Laptop Plus","Producto de alta calidad para uso profesional",54.33,Redes,21
"SSD Max","Producto de alta calidad para uso profesional",222.57,Computadoras,345
"Tablet Smart","Producto de alta calidad para uso profesional",820.50,Redes,340
"Mouse Pro","Producto de alta calidad para uso profesional",723.87,Computadoras,360
"Teclado Max","Producto de alta calidad para uso profesional",592.13,Almacenamiento,480
"Tablet Plus","Producto de alta calidad para uso profesional",149.14,Almacenamiento,200
"Mouse Max","Producto de alta calidad para uso profesional",1679.37,Audio,337
"Tablet Smart","Producto de alta calidad para uso profesional",106.55,Redes,11
"Webcam Max","Producto de alta calidad para uso profesional",693.54,Perifericos,169
"Mouse Lite","Producto de alta calidad para uso profesional",1595.53,Audio,292
"Monitor Plus","Producto de alta calidad para uso profesional",729.84,Audio,82
"Mouse Smart","Producto de alta calidad para uso profesional",253.15,Almacenamiento,354
"Router Premium","Producto de alta calidad para uso profesional",1000.20,Audio,34
"SSD Elite","Producto de alta calidad para uso profesional",1707.58,Computadoras,46
"Laptop Premium","Producto de alta calidad para uso profesional",1099.70,Computadoras,205
"SSD Ultra","Producto de alta calidad para uso profesional",1132.61,Perifericos,194
"Auriculares Lite","Producto de alta calidad para uso profesional",1473.19,Perifericos,130
"Laptop Ultra","Producto de alta calidad para uso profesional",1170.89,Audio,140
"Mouse Gaming","Producto de alta calidad para uso profesional",286.96,Redes,445
"SSD Pro","Producto de alta calidad para uso profesional",1183.94,Computadoras,107
"Webcam Premium","Producto de alta calidad para uso profesional",1853.35,Audio,141
"Router Elite","Producto de alta calidad para uso profesional",61.58,Audio,5
"Auriculares Gaming","Producto de alta calidad para uso profesional",570.69,Audio,351
"Monitor Lite","Producto de alta calidad para uso profesional",1895.16,Perifericos,194
"Teclado Elite","Producto de alta calidad para uso profesional",1294.32,Redes,67
"Webcam Elite","Producto de alta calidad para uso profesional",253.32,Computadoras,333
"Webcam Premium","Producto de alta calidad para uso profesional",1997.86,Computadoras,335
"Impresora Office","Producto de alta calidad para uso profesional",728.01,Redes,405
"Webcam Elite","Producto de alta calidad para uso profesional",24.86,Almacenamiento,438
"Laptop Ultra","Producto de alta calidad para uso profesional",1226.31,Redes,92
"Router Office","Producto de alta calidad para uso profesional",252.83,Computadoras,186
"Mouse Max","Producto de alta calidad para uso profesional",193.55,Computadoras,456
"Auriculares Lite","Producto de alta calidad para uso profesional",1312.37,Redes,391
"Teclado Max","Producto de alta calidad para uso profesional",254.30,Perifericos,430
"Monitor Lite","Producto de alta calidad para uso profesional",11.20,Almacenamiento,69
"Teclado Lite","Producto de alta calidad para uso profesional",1527.10,Perifericos,437
"Laptop Gaming","Producto de alta calidad para uso profesional",1631.89,Redes,89
"Impresora Office","Producto de alta calidad para uso profesional",920.95,Computadoras,467
"Monitor Ultra","Producto de alta calidad para uso profesional",76.38,Redes,163
"Impresora Elite","Producto de alta calidad para uso profesional",1194.48,Almacenamiento,119
"Tablet Plus","Producto de alta calidad para uso profesional",493.56,Redes,494
"Mouse Premium","Producto de alta calidad para uso profesional",1705.11,Perifericos,151
"Teclado Lite","Producto de alta calidad para uso profesional",735.50,Perifericos,177
"Mouse Office","Producto de alta calidad para uso profesional",223.46,Computadoras,404
"Mouse Lite","Producto de alta calidad para uso profesional",1636.84,Computadoras,447
"Mouse Lite","Producto de alta calidad para uso profesional",367.97,Computadoras,153
"Impresora Ultra","Producto de alta calidad para uso profesional",1981.32,Computadoras,260
"SSD Ultra","Producto de alta calidad para uso profesional",1935.46,Audio,169
"Webcam Lite","Producto de alta calidad para uso profesional",1321.48,Computadoras,328
"Tablet Elite","Producto de alta calidad para uso profesional",1121.61,Audio,178
"Tablet Lite","Producto de alta calidad para uso profesional",37.90,Computadoras,100
"Laptop Max","Producto de alta calidad para uso profesional",612.82,Almacenamiento,232
"Router Gaming","Producto de alta calidad para uso profesional",1564.04,Redes,447
"Monitor Office","Producto de alta calidad para uso profesional",1299.68,Redes,194
"Laptop Ultra","Producto de alta calidad para uso profesional",1740.93,Audio,293
"Webcam Smart","Producto de alta calidad para uso profesional",236.14,Redes,28
"Router Gaming","Producto de alta calidad para uso profesional",1113.26,Almacenamiento,99
"Tablet Plus","Producto de alta calidad para uso profesional",295.98,Redes,461
"Tablet Lite","Producto de alta calidad para uso profesional",68.18,Audio,37
"Monitor Plus","Producto de alta calidad para uso profesional",1404.76,Redes,443
"Tablet Ultra","Producto de alta calidad para uso profesional",1239.60,Audio,373
"Router Smart","Producto de alta calidad para uso profesional",965.79,Perifericos,318
"Webcam Gaming","Producto de alta calidad para uso profesional",1921.45,Almacenamiento,426
"Auriculares Smart","Producto de alta calidad para uso profesional",180.59,Computadoras,410
"Teclado Smart","Producto de alta calidad para uso profesional",622.03,Redes,88
"Auriculares Max","Producto de alta calidad para uso profesional",1298.03,Computadoras,241
"SSD Plus","Producto de alta calidad para uso profesional",1989.13,Computadoras,198
"Auriculares Premium","Producto de alta calidad para uso profesional",652.22,Redes,325
"Auriculares Office","Producto de alta calidad para uso profesional",460.05,Redes,335
"Router Ultra","Producto de alta calidad para uso profesional",473.57,Redes,87
"Impresora Elite","Producto de alta calidad para uso profesional",417.79,Audio,278
"Monitor Elite","Producto de alta calidad para uso profesional",761.55,Almacenamiento,10
"Webcam Smart","Producto de alta calidad para uso profesional",409.99,Audio,42
"Router Gaming","Producto de alta calidad para uso profesional",766.36,Perifericos,123
"Impresora Ultra","Producto de alta calidad para uso profesional",941.83,Computadoras,373
"Mouse Elite","Producto de alta calidad para uso profesional",1700.00,Computadoras,198
"Monitor Premium","Producto de alta calidad para uso profesional",1222.69,Perifericos,328
"SSD Pro","Producto de alta calidad para uso profesional",489.41,Perifericos,433
"SSD Premium","Producto de alta calidad para uso profesional",1042.56,Redes,248
"Teclado Ultra","Producto de alta calidad para uso profesional",544.83,Audio,437
"Mouse Ultra","Producto de alta calidad para uso profesional",1743.69,Redes,280
"Monitor Office","Producto de alta calidad para uso profesional",1547.04,Redes,226
"SSD Pro","Producto de alta calidad para uso profesional",122.18,Perifericos,440
"Monitor Ultra","Producto de alta calidad para uso profesional",29.04,Computadoras,216
"Monitor Elite","Producto de alta calidad para uso profesional",1648.26,Redes,79
"Monitor Ultra","Producto de alta calidad para uso profesional",618.43,Redes,413
"Impresora Office","Producto de alta calidad para uso profesional",1603.34,Perifericos,84
"Laptop Pro","Producto de alta calidad para uso profesional",1959.75,Redes,13
"SSD Smart","Producto de alta calidad para uso profesional",1401.01,Perifericos,47
"SSD Plus","Producto de alta calidad para uso profesional",535.01,Perifericos,78
"Laptop Ultra","Producto de alta calidad para uso profesional",1642.06,Perifericos,111
"Impresora Lite","Producto de alta calidad para uso profesional",521.33,Redes,392
"SSD Max","Producto de alta calidad para uso profesional",1083.81,Redes,151
"Mouse Max","Producto de alta calidad para uso profesional",1365.85,Perifericos,13
"Monitor Gaming","Producto de alta calidad para uso profesional",970.59,Computadoras,174
"Router Gaming","Producto de alta calidad para uso profesional",1308.92,Almacenamiento,79
"Webcam Gaming","Producto de alta calidad para uso profesional",126.41,Redes,248
"Teclado Smart","Producto de alta calidad para uso profesional",1620.90,Redes,142
"Mouse Lite","Producto de alta calidad para uso profesional",1996.43,Redes,377
"Monitor Elite","Producto de alta calidad para uso profesional",1737.32,Computadoras,197
"SSD Max","Producto de alta calidad para uso profesional",551.40,Perifericos,285
"Auriculares Pro","Producto de alta calidad para uso profesional",121.75,Audio,436
"Router Ultra","Producto de alta calidad para uso profesional",1466.10,Redes,65
"Teclado Smart","Producto de alta calidad para uso profesional",838.21,Computadoras,269
"Teclado Ultra","Producto de alta calidad para uso profesional",1188.74,Audio,57
"Auriculares Gaming","Producto de alta calidad para uso profesional",1653.37,Almacenamiento,137
"Impresora Smart","Producto de alta calidad para uso profesional",554.92,Perifericos,129
"Auriculares Plus","Producto de alta calidad para uso profesional",1705.49,Audio,255
"Impresora Elite","Producto de alta calidad para uso profesional",1115.54,Perifericos,59
"Impresora Premium","Producto de alta calidad para uso profesional",968.05,Audio,351
"Monitor Max","Producto de alta calidad para uso profesional",1309.28,Audio,385
"Webcam Office","Producto de alta calidad para uso profesional",105.19,Audio,315
"Monitor Premium","Producto de alta calidad para uso profesional",1863.50,Almacenamiento,132
"SSD Ultra","Producto de alta calidad para uso profesional",1304.92,Redes,24
"Webcam Max","Producto de alta calidad para uso profesional",144.12,Audio,96
"Laptop Plus","Producto de alta calidad para uso profesional",621.09,Audio,164
"Auriculares Premium","Producto de alta calidad para uso profesional",1249.99,Almacenamiento,105
"Impresora Pro","Producto de alta calidad para uso profesional",894.25,Audio,145
"Monitor Office","Producto de alta calidad para uso profesional",216.29,Almacenamiento,228
"Router Smart","Producto de alta calidad para uso profesional",1991.87,Audio,434
"Tablet Office","Producto de alta calidad para uso profesional",1058.62,Perifericos,132
"Auriculares Pro","Producto de alta calidad para uso profesional",1685.99,Almacenamiento,421
"Monitor Lite","Producto de alta calidad para uso profesional",1174.09,Computadoras,325
"Webcam Gaming","Producto de alta calidad para uso profesional",228.73,Perifericos,285
"Auriculares Smart","Producto de alta calidad para uso profesional",751.76,Perifericos,151
"Teclado Office","Producto de alta calidad para uso profesional",1075.78,Almacenamiento,354
"Impresora Elite","Producto de alta calidad para uso profesional",1944.26,Computadoras,87
"Auriculares Smart","Producto de alta calidad para uso profesional",1545.04,Redes,35
"Router Elite","Producto de alta calidad para uso profesional",1030.60,Audio,311
"Router Max","Producto de alta calidad para uso profesional",1780.42,Redes,408
"Monitor Elite","Producto de alta calidad para uso profesional",1210.33,Audio,199
"Auriculares Gaming","Producto de alta calidad para uso profesional",160.74,Redes,497
"SSD Plus","Producto de alta calidad para uso profesional",1337.98,Audio,481
"SSD Smart","Producto de alta calidad para uso profesional",826.45,Perifericos,108
"Laptop Max","Producto de alta calidad para uso profesional",60.63,Redes,117
"SSD Lite","Producto de alta calidad para uso profesional",1945.14,Perifericos,467
"Tablet Smart","Producto de alta calidad para uso profesional",1535.39,Almacenamiento,42
"Impresora Ultra","Producto de alta calidad para uso profesional",332.22,Redes,185
"Teclado Smart","Producto de alta calidad para uso profesional",449.75,Perifericos,46
"Router Pro","Producto de alta calidad para uso profesional",1951.01,Redes,144
"Tablet Gaming","Producto de alta calidad para uso profesional",528.62,Almacenamiento,232
"Mouse Elite","Producto de alta calidad para uso profesional",1984.02,Almacenamiento,55
"Mouse Gaming","Producto de alta calidad para uso profesional",1374.84,Computadoras,250
"Teclado Lite","Producto de alta calidad para uso profesional",911.80,Almacenamiento,10
"Tablet Smart","Producto de alta calidad para uso profesional",1175.49,Redes,429
"Webcam Pro","Producto de alta calidad para uso profesional",341.40,Computadoras,303
"Auriculares Plus","Producto de alta calidad para uso profesional",126.85,Computadoras,13
"SSD Gaming","Producto de alta calidad para uso profesional",101.30,Audio,444
"Tablet Premium","Producto de alta calidad para uso profesional",1785.42,Audio,42
"Impresora Plus","Producto de alta calidad para uso profesional",245.16,Redes,55
"Router Max","Producto de alta calidad para uso profesional",677.38,Computadoras,404
"Tablet Ultra","Producto de alta calidad para uso profesional",802.06,Computadoras,26
"Router Ultra","Producto de alta calidad para uso profesional",1302.80,Almacenamiento,57
"Tablet Max","Producto de alta calidad para uso profesional",894.16,Almacenamiento,74
"Tablet Office","Producto de alta calidad para uso profesional",1273.75,Redes,244
"Webcam Office","Producto de alta calidad para uso profesional",1764.59,Computadoras,370
"Webcam Elite","Producto de alta calidad para uso profesional",695.29,Redes,454
"Monitor Smart","Producto de alta calidad para uso profesional",163.89,Redes,332
"Laptop Premium","Producto de alta calidad para uso profesional",28.56,Perifericos,353
"Mouse Plus","Producto de alta calidad para uso profesional",634.38,Audio,284
"Webcam Smart","Producto de alta calidad para uso profesional",373.85,Almacenamiento,360
"Monitor Pro","Producto de alta calidad para uso profesional",1349.94,Audio,316
"SSD Office","Producto de alta calidad para uso profesional",1805.09,Computadoras,431
"Router Max","Producto de alta calidad para uso profesional",1687.58,Almacenamiento,277
"Auriculares Gaming","Producto de alta calidad para uso profesional",1013.39,Audio,171
"Router Smart","Producto de alta calidad para uso profesional",1474.94,Almacenamiento,265
"Mouse Elite","Producto de alta calidad para uso profesional",1166.72,Perifericos,458
"Webcam Elite","Producto de alta calidad para uso profesional",409.51,Computadoras,58
"Router Plus","Producto de alta calidad para uso profesional",981.63,Redes,185
"SSD Gaming","Producto de alta calidad para uso profesional",1615.74,Perifericos,2
"Laptop Pro","Producto de alta calidad para uso profesional",346.55,Computadoras,428
"Auriculares Lite","Producto de alta calidad para uso profesional",741.91,Perifericos,372
"Router Ultra","Producto de alta calidad para uso profesional",1449.23,Audio,365
"Laptop Ultra","Producto de alta calidad para uso profesional",420.89,Perifericos,308
"Impresora Elite","Producto de alta calidad para uso profesional",1593.59,Perifericos,60
"Teclado Ultra","Producto de alta calidad para uso profesional",836.33,Perifericos,224
"Auriculares Pro","Producto de alta calidad para uso profesional",545.93,Perifericos,190
"SSD Pro","Producto de alta calidad para uso profesional",645.26,Perifericos,64
"Auriculares Smart","Producto de alta calidad para uso profesional",1793.07,Perifericos,187
"Impresora Premium","Producto de alta calidad para uso profesional",1651.09,Audio,395
"Teclado Smart","Producto de alta calidad para uso profesional",45.99,Perifericos,154
"Monitor Ultra","Producto de alta calidad para uso profesional",509.59,Computadoras,495
"Mouse Smart","Producto de alta calidad para uso profesional",1511.32,Perifericos,381
"Monitor Office","Producto de alta calidad para uso profesional",1968.54,Redes,446
"Router Lite","Producto de alta calidad para uso profesional",821.21,Almacenamiento,256
"Mouse Elite","Producto de alta calidad para uso profesional",1768.06,Audio,448
"Monitor Plus","Producto de alta calidad para uso profesional",180.46,Almacenamiento,16
"Mouse Gaming","Producto de alta calidad para uso profesional",1587.83,Computadoras,338
"Impresora Smart","Producto de alta calidad para uso profesional",1811.23,Perifericos,484
"Tablet Elite","Producto de alta calidad para uso profesional",1755.78,Perifericos,320
"Auriculares Premium","Producto de alta calidad para uso profesional",1423.85,Almacenamiento,187
"Mouse Gaming","Producto de alta calidad para uso profesional",775.62,Audio,99
"Mouse Pro","Producto de alta calidad para uso profesional",239.06,Computadoras,59
"Mouse Plus","Producto de alta calidad para uso profesional",121.55,Perifericos,234
"Teclado Office","Producto de alta calidad para uso profesional",521.38,Computadoras,263
"SSD Ultra","Producto de alta calidad para uso profesional",1813.78,Computadoras,444
"Impresora Premium","Producto de alta calidad para uso profesional",1824.53,Audio,296
"Auriculares Ultra","Producto de alta calidad para uso profesional",1638.45,Almacenamiento,283
"Teclado Max","Producto de alta calidad para uso profesional",562.29,Redes,291
"Webcam Office","Producto de alta calidad para uso profesional",108.71,Computadoras,175
"Impresora Smart","Producto de alta calidad para uso profesional",1259.24,Perifericos,196
"Router Office","Producto de alta calidad para uso profesional",1585.90,Computadoras,145
"Router Pro","Producto de alta calidad para uso profesional",464.56,Almacenamiento,330
"Monitor Gaming","Producto de alta calidad para uso profesional",1301.21,Almacenamiento,360
"Monitor Lite","Producto de alta calidad para uso profesional",124.95,Redes,228
"Tablet Elite","Producto de alta calidad para uso profesional",1702.72,Almacenamiento,243
"Router Office","Producto de alta calidad para uso profesional",821.88,Almacenamiento,350
"Teclado Elite","Producto de alta calidad para uso profesional",229.92,Almacenamiento,318
"Monitor Max","Producto de alta calidad para uso profesional",1721.15,Redes,464
"Impresora Office","Producto de alta calidad para uso profesional",1729.52,Computadoras,150
"SSD Lite","Producto de alta calidad para uso profesional",393.18,Perifericos,169
"Auriculares Premium","Producto de alta calidad para uso profesional",1473.75,Audio,302
"Webcam Premium","Producto de alta calidad para uso profesional",1698.87,Computadoras,333
"Teclado Plus","Producto de alta calidad para uso profesional",302.82,Almacenamiento,109
"Monitor Max","Producto de alta calidad para uso profesional",1495.28,Almacenamiento,339
"SSD Max","Producto de alta calidad para uso profesional",290.65,Redes,466
"Monitor Lite","Producto de alta calidad para uso profesional",1375.10,Audio,109
"Impresora Plus","Producto de alta calidad para uso profesional",1030.51,Almacenamiento,176
"Tablet Premium","Producto de alta calidad para uso profesional",1626.11,Computadoras,369
"Router Premium","Producto de alta calidad para uso profesional",1940.81,Computadoras,410
"Auriculares Max","Producto de alta calidad para uso profesional",1156.27,Redes,64
"Monitor Lite","Producto de alta calidad para uso profesional",240.07,Computadoras,306
"Router Elite","Producto de alta calidad para uso profesional",434.56,Audio,410
"Teclado Pro","Producto de alta calidad para uso profesional",1822.52,Almacenamiento,431
"Mouse Max","Producto de alta calidad para uso profesional",1539.94,Audio,261
"Monitor Plus","Producto de alta calidad para uso profesional",1796.55,Audio,181
"Impresora Elite","Producto de alta calidad para uso profesional",643.23,Audio,211
"Monitor Plus","Producto de alta calidad para uso profesional",1427.61,Audio,163
"SSD Gaming","Producto de alta calidad para uso profesional",1930.87,Computadoras,444
"Impresora Lite","Producto de alta calidad para uso profesional",847.26,Perifericos,487
"SSD Pro","Producto de alta calidad para uso profesional",1851.96,Computadoras,253
"Mouse Lite","Producto de alta calidad para uso profesional",831.54,Audio,5
"Teclado Gaming","Producto de alta calidad para uso profesional",211.49,Almacenamiento,345
"Webcam Plus","Producto de alta calidad para uso profesional",363.55,Almacenamiento,310
"Laptop Lite","Producto de alta calidad para uso profesional",1683.37,Audio,449
"Laptop Max","Producto de alta calidad para uso profesional",690.53,Audio,100
"Router Smart","Producto de alta calidad para uso profesional",937.19,Perifericos,481
"SSD Office","Producto de alta calidad para uso profesional",288.50,Audio,356
"Monitor Elite","Producto de alta calidad para uso profesional",1616.52,Redes,129
"Impresora Lite","Producto de alta calidad para uso profesional",1353.81,Audio,451
"Monitor Office","Producto de alta calidad para uso profesional",1363.35,Perifericos,138
"Laptop Plus","Producto de alta calidad para uso profesional",590.72,Audio,330
"Router Max","Producto de alta calidad para uso profesional",910.96,Redes,484
"Tablet Smart","Producto de alta calidad para uso profesional",724.79,Audio,241
"Router Ultra","Producto de alta calidad para uso profesional",1455.02,Almacenamiento,74
"Tablet Gaming","Producto de alta calidad para uso profesional",510.84,Audio,163
"Monitor Office","Producto de alta calidad para uso profesional",1001.73,Redes,49
"Teclado Elite","Producto de alta calidad para uso profesional",248.82,Almacenamiento,301
"SSD Office","Producto de alta calidad para uso profesional",1959.53,Audio,321
"Monitor Gaming","Producto de alta calidad para uso profesional",1537.25,Redes,61
"Router Pro","Producto de alta calidad para uso profesional",1315.15,Audio,110
"Webcam Smart","Producto de alta calidad para uso profesional",18.99,Audio,497
"Auriculares Pro","Producto de alta calidad para uso profesional",99.37,Audio,351
"Mouse Ultra","Producto de alta calidad para uso profesional",1811.66,Audio,113
"Auriculares Office","Producto de alta calidad para uso profesional",836.39,Computadoras,209
"SSD Gaming","Producto de alta calidad para uso profesional",963.33,Audio,302
"Mouse Elite","Producto de alta calidad para uso profesional",295.53,Computadoras,378
"SSD Plus","Producto de alta calidad para uso profesional",263.37,Audio,210
"Router Pro","Producto de alta calidad para uso profesional",592.48,Computadoras,404
"Impresora Lite","Producto de alta calidad para uso profesional",1078.70,Almacenamiento,129
"Webcam Lite","Producto de alta calidad para uso profesional",1691.23,Computadoras,107
"Router Elite","Producto de alta calidad para uso profesional",353.38,Computadoras,409
"Impresora Pro","Producto de alta calidad para uso profesional",148.68,Almacenamiento,428
"Router Lite","Producto de alta calidad para uso profesional",1066.93,Almacenamiento,258
"SSD Office","Producto de alta calidad para uso profesional",132.18,Audio,332
"Auriculares Smart","Producto de alta calidad para uso profesional",1445.80,Audio,120
"Auriculares Gaming","Producto de alta calidad para uso profesional",231.67,Perifericos,344
"Tablet Smart","Producto de alta calidad para uso profesional",1118.47,Computadoras,247
"Teclado Smart","Producto de alta calidad para uso profesional",922.41,Almacenamiento,89
"Impresora Elite","Producto de alta calidad para uso profesional",464.23,Computadoras,82
"Mouse Gaming","Producto de alta calidad para uso profesional",10.77,Perifericos,69
"Auriculares Premium","Producto de alta calidad para uso profesional",347.44,Almacenamiento,212
"Mouse Smart","Producto de alta calidad para uso profesional",1503.95,Redes,114
"Mouse Gaming","Producto de alta calidad para uso profesional",125.54,Computadoras,364
"Monitor Max","Producto de alta calidad para uso profesional",936.75,Redes,308
"Mouse Office","Producto de alta calidad para uso profesional",29.63,Almacenamiento,23
"Webcam Max","Producto de alta calidad para uso profesional",1544.71,Almacenamiento,126
"Mouse Plus","Producto de alta calidad para uso profesional",331.69,Audio,332
"SSD Elite","Producto de alta calidad para uso profesional",1848.85,Audio,432
"Tablet Gaming","Producto de alta calidad para uso profesional",1132.07,Audio,188
"Laptop Gaming","Producto de alta calidad para uso profesional",1421.12,Audio,416
"Monitor Ultra","Producto de alta calidad para uso profesional",1912.95,Redes,260
"Auriculares Premium","Producto de alta calidad para uso profesional",1762.11,Redes,95
"Laptop Max","Producto de alta calidad para uso profesional",1518.11,Almacenamiento,317
"Monitor Lite","Producto de alta calidad para uso profesional",1031.64,Audio,8
"SSD Plus","Producto de alta calidad para uso profesional",1732.49,Almacenamiento,426
"Mouse Gaming","Producto de alta calidad para uso profesional",1921.02,Perifericos,393
"Tablet Gaming","Producto de alta calidad para uso profesional",857.55,Perifericos,445
"Webcam Office","Producto de alta calidad para uso profesional",322.32,Almacenamiento,406
"Tablet Smart","Producto de alta calidad para uso profesional",203.00,Computadoras,324
"Webcam Office","Producto de alta calidad para uso profesional",930.65,Computadoras,98
"Teclado Lite","Producto de alta calidad para uso profesional",1714.61,Computadoras,499
"Impresora Elite","Producto de alta calidad para uso profesional",498.05,Audio,460
"Laptop Plus","Producto de alta calidad para uso profesional",1410.64,Audio,496
"Webcam Ultra","Producto de alta calidad para uso profesional",82.81,Perifericos,35
"Teclado Smart","Producto de alta calidad para uso profesional",1290.18,Redes,307
"Impresora Gaming","Producto de alta calidad para uso profesional",682.01,Almacenamiento,450
"SSD Premium","Producto de alta calidad para uso profesional",1590.79,Audio,180
"SSD Ultra","Producto de alta calidad para uso profesional",783.58,Redes,356
"Monitor Ultra","Producto de alta calidad para uso profesional",1846.55,Audio,70
"Tablet Max","Producto de alta calidad para uso profesional",660.72,Audio,36
"Monitor Plus","Producto de alta calidad para uso profesional",1812.35,Almacenamiento,286
"Auriculares Office","Producto de alta calidad para uso profesional",1657.82,Redes,93
"Teclado Plus","Producto de alta calidad para uso profesional",1583.99,Perifericos,85
"Tablet Plus","Producto de alta calidad para uso profesional",594.40,Perifericos,345
